,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
1976,-121.98,33.84,35.0,1757.0,410.0,1719.0,228.0,7.9248,166300.0,INLAND
1977,-122.26,34.59,34.0,2643.0,555.0,882.0,433.0,4.8862,120300.0,NEAR OCEAN
1978,-115.55,34.03,18.0,3114.0,360.0,1019.0,699.0,6.8197,500001.0,<1H OCEAN
1979,-118.96,32.77,20.0,2114.0,501.0,537.0,185.0,3.3397,192500.0,<1H OCEAN
1980,-118.11,34.01,29.0,1794.0,362.0,1142.0,422.0,4.537,178500.0,<1H OCEAN
1981,-121.26,34.1,36.0,2635.0,299.0,5001.0,581.0,1.9583,128500.0,NEAR OCEAN
1982,-124.16,38.52,27.0,2176.0,289.0,1480.0,796.0,2.8456,201100.0,NEAR BAY
1983,-117.64,34.07,5.0,3689.0,456.0,4356.0,372.0,7.1148,190800.0,NEAR BAY
1984,-121.29,37.54,30.0,2242.0,313.0,3663.0,1390.0,4.5486,270000.0,INLAND
1985,-122.38,38.48,28.0,1621.0,397.0,486.0,483.0,2.4716,58800.0,NEAR OCEAN
1986,-118.13,33.67,39.0,3065.0,1012.0,1849.0,203.0,6.2561,169500.0,INLAND
1987,-118.42,33.9,29.0,6679.0,937.0,1039.0,1550.0,3.7835,340300.0,INLAND
1988,-118.29,38.34,33.0,1848.0,654.0,79.0,339.0,5.7452,320700.0,INLAND
1989,-118.2,37.76,14.0,2987.0,325.0,2269.0,100.0,3.4605,146900.0,<1H OCEAN
1990,-117.16,38.67,47.0,10356.0,329.0,2634.0,1169.0,5.0222,251800.0,<1H OCEAN
1991,-118.39,33.97,29.0,1569.0,308.0,1651.0,702.0,13.1738,175900.0,INLAND
1992,-117.8,32.92,10.0,2153.0,348.0,420.0,64.0,2.6471,182500.0,NEAR OCEAN
1993,-121.37,34.83,52.0,2059.0,584.0,889.0,3931.0,3.6083,67000.0,NEAR OCEAN
1994,-117.87,33.95,46.0,2113.0,207.0,767.0,466.0,3.5875,63600.0,NEAR OCEAN
1995,-121.3,33.76,8.0,1225.0,200.0,128.0,109.0,2.5556,86400.0,NEAR OCEAN
1996,-117.65,33.74,36.0,4026.0,595.0,1313.0,157.0,6.2609,255600.0,NEAR OCEAN
1997,-122.06,36.79,30.0,4767.0,435.0,676.0,486.0,3.5857,96500.0,INLAND
1998,-118.33,37.73,52.0,470.0,308.0,949.0,765.0,8.2069,500001.0,<1H OCEAN
1999,-119.7,38.04,52.0,5113.0,441.0,4495.0,777.0,4.2614,390500.0,INLAND
2000,-118.03,37.94,20.0,1676.0,589.0,940.0,369.0,3.6988,497400.0,INLAND
2001,-120.35,34.07,39.0,1459.0,375.0,4660.0,125.0,4.2344,328000.0,NEAR BAY
2002,-122.39,34.03,19.0,3520.0,340.0,6835.0,43.0,4.3833,63000.0,NEAR OCEAN
2003,-117.89,36.93,32.0,1200.0,643.0,951.0,500.0,4.3586,296200.0,<1H OCEAN
2004,-117.15,38.6,17.0,4773.0,238.0,462.0,854.0,3.1563,369900.0,INLAND
2005,-117.58,34.06,36.0,3666.0,95.0,1674.0,686.0,3.9792,333300.0,NEAR BAY
2006,-118.26,33.46,47.0,476.0,366.0,396.0,555.0,7.3719,194800.0,INLAND
2007,-119.78,36.78,14.0,1493.0,365.0,1221.0,2207.0,2.5211,89000.0,<1H OCEAN
2008,-118.19,33.91,51.0,2092.0,453.0,1790.0,93.0,5.2108,88800.0,NEAR BAY
2009,-117.3,37.29,25.0,1254.0,715.0,1051.0,139.0,4.1667,190900.0,NEAR OCEAN
2010,-117.9,34.16,25.0,1760.0,524.0,476.0,568.0,9.5823,90700.0,<1H OCEAN
2011,-122.49,34.13,43.0,4323.0,553.0,967.0,527.0,4.875,284900.0,NEAR OCEAN
2012,-117.65,34.18,37.0,1901.0,790.0,1221.0,448.0,5.0866,243800.0,INLAND
2013,-119.61,36.62,48.0,1403.0,187.0,1732.0,738.0,2.2875,321700.0,<1H OCEAN
2014,-118.83,38.34,33.0,2550.0,292.0,1480.0,733.0,1.5517,113700.0,INLAND
2015,-121.36,37.71,14.0,1975.0,484.0,580.0,522.0,1.9093,500001.0,<1H OCEAN
2016,-117.26,33.87,34.0,15029.0,211.0,1056.0,391.0,2.6513,446600.0,<1H OCEAN
2017,-118.75,35.4,15.0,2409.0,243.0,464.0,871.0,6.729,87500.0,<1H OCEAN
2018,-118.27,32.85,45.0,3331.0,338.0,692.0,430.0,3.3611,125000.0,INLAND
2019,-117.74,33.96,31.0,2706.0,292.0,1227.0,371.0,0.844,475000.0,NEAR OCEAN
2020,-120.81,33.64,52.0,1469.0,560.0,412.0,345.0,9.1974,125800.0,INLAND
2021,-118.44,37.15,24.0,1150.0,680.0,895.0,643.0,6.0531,204200.0,<1H OCEAN
2022,-122.45,34.05,45.0,2831.0,388.0,787.0,368.0,3.2794,289600.0,<1H OCEAN
2023,-117.97,34.5,11.0,3226.0,280.0,2045.0,360.0,2.8102,193800.0,NEAR OCEAN
2024,-117.44,36.02,34.0,1577.0,273.0,1269.0,343.0,4.4871,183400.0,INLAND
2025,-117.95,33.87,19.0,1392.0,341.0,1193.0,1010.0,2.45,500001.0,<1H OCEAN
2026,-119.34,40.44,17.0,2990.0,916.0,1398.0,317.0,3.4688,105400.0,INLAND
2027,-118.41,37.78,26.0,1594.0,393.0,4409.0,305.0,4.6327,303800.0,<1H OCEAN
2028,-117.85,34.05,36.0,850.0,447.0,820.0,354.0,4.7222,292200.0,<1H OCEAN
2029,-117.62,34.6,24.0,2229.0,258.0,1014.0,193.0,3.1864,358500.0,INLAND
2030,-121.05,33.82,52.0,2430.0,456.0,1424.0,634.0,1.5139,286400.0,INLAND
2031,-122.4,33.99,36.0,1743.0,624.0,900.0,692.0,7.4713,280400.0,INLAND
2032,-122.02,36.96,19.0,831.0,638.0,965.0,1457.0,3.7105,238200.0,<1H OCEAN
2033,-121.46,36.35,34.0,1532.0,188.0,966.0,432.0,4.6864,102800.0,INLAND
2034,-121.31,34.17,35.0,3442.0,668.0,29.0,2441.0,2.9485,143100.0,<1H OCEAN
2035,-117.32,40.81,30.0,3209.0,669.0,2059.0,1106.0,1.0962,240900.0,NEAR OCEAN
2036,-118.3,34.05,42.0,2468.0,317.0,807.0,838.0,2.1182,500001.0,<1H OCEAN
2037,-122.26,33.87,38.0,24121.0,511.0,2435.0,143.0,4.6473,265400.0,<1H OCEAN
2038,-122.35,38.73,8.0,3830.0,199.0,730.0,377.0,3.3333,335600.0,INLAND
2039,-118.29,34.15,52.0,2259.0,283.0,66.0,375.0,2.1731,129400.0,NEAR BAY
2040,-117.96,32.71,31.0,1372.0,1320.0,2200.0,38.0,3.3333,223300.0,<1H OCEAN
2041,-117.64,33.13,33.0,378.0,279.0,969.0,262.0,2.4167,186200.0,NEAR BAY
2042,-119.7,38.03,35.0,2972.0,1126.0,1168.0,16.0,2.0809,159600.0,<1H OCEAN
2043,-122.28,33.97,24.0,2007.0,396.0,1328.0,429.0,4.4375,84700.0,<1H OCEAN
2044,-117.16,34.28,16.0,3985.0,393.0,1282.0,186.0,2.2165,55600.0,<1H OCEAN
2045,-122.12,38.16,18.0,2174.0,2595.0,877.0,509.0,1.4375,98800.0,<1H OCEAN
2046,-118.35,34.13,35.0,1550.0,408.0,391.0,226.0,4.0673,162500.0,INLAND
2047,-121.89,33.94,51.0,2500.0,,1300.0,176.0,1.5489,200000.0,<1H OCEAN
2048,-122.44,37.97,24.0,966.0,231.0,676.0,250.0,3.8095,99300.0,NEAR OCEAN
2049,-117.01,37.99,52.0,62.0,151.0,1015.0,415.0,2.2482,70400.0,<1H OCEAN
2050,-121.43,38.64,29.0,1173.0,421.0,632.0,1250.0,2.5703,192600.0,NEAR BAY
2051,-117.14,34.28,39.0,8297.0,335.0,600.0,26.0,4.0441,348700.0,INLAND
2052,-117.21,35.48,33.0,2070.0,859.0,509.0,1059.0,2.5938,154500.0,NEAR OCEAN
2053,-124.01,37.73,17.0,3611.0,264.0,1143.0,379.0,1.9,173600.0,<1H OCEAN
2054,-122.08,33.95,14.0,2074.0,477.0,871.0,432.0,7.6229,202300.0,NEAR OCEAN
2055,-118.09,32.58,52.0,1970.0,398.0,1224.0,269.0,2.3343,231900.0,NEAR OCEAN
2056,-119.76,32.83,21.0,865.0,360.0,786.0,687.0,2.4375,302000.0,<1H OCEAN
2057,-117.61,32.7,9.0,2050.0,857.0,585.0,565.0,4.0536,500001.0,NEAR BAY
2058,-117.58,39.08,30.0,3049.0,448.0,227.0,356.0,4.7235,200000.0,NEAR BAY
2059,-122.45,33.86,31.0,2048.0,86.0,717.0,188.0,5.6233,80600.0,<1H OCEAN
2060,-116.25,34.09,15.0,1249.0,734.0,305.0,394.0,2.2328,138500.0,INLAND
2061,-117.06,34.15,49.0,1479.0,628.0,2768.0,934.0,4.5764,201400.0,INLAND
2062,-120.48,34.0,46.0,1527.0,268.0,777.0,25.0,4.1477,136400.0,<1H OCEAN
2063,-122.04,37.73,32.0,447.0,272.0,547.0,240.0,8.2435,135000.0,INLAND
2064,-124.1,33.73,35.0,786.0,779.0,878.0,1088.0,3.1053,81800.0,INLAND
2065,-118.91,37.9,27.0,4193.0,369.0,1005.0,372.0,5.6051,336700.0,<1H OCEAN
2066,-122.15,34.03,29.0,1514.0,335.0,1011.0,243.0,5.5785,470800.0,INLAND
2067,-119.09,33.84,33.0,2326.0,319.0,2256.0,365.0,3.48,83300.0,INLAND
2068,-116.99,37.76,43.0,2407.0,439.0,7014.0,455.0,6.4745,55400.0,NEAR OCEAN
2069,-118.28,33.81,33.0,11.0,427.0,870.0,746.0,3.8583,96100.0,INLAND
2070,-118.16,34.02,49.0,2812.0,4093.0,391.0,401.0,3.6797,140600.0,<1H OCEAN
2071,-119.36,37.7,20.0,3547.0,520.0,791.0,104.0,7.8287,194200.0,INLAND
2072,-117.15,38.36,29.0,1689.0,392.0,2050.0,262.0,4.559,162500.0,<1H OCEAN
2073,-117.95,35.34,11.0,2811.0,498.0,1803.0,259.0,1.0398,103100.0,<1H OCEAN
2074,-122.27,32.68,21.0,2073.0,259.0,1714.0,133.0,2.6417,125800.0,NEAR BAY
2075,-118.39,37.57,4.0,1268.0,862.0,1877.0,399.0,2.0214,170500.0,INLAND
2076,-122.36,36.35,11.0,2606.0,331.0,1007.0,342.0,2.3333,157000.0,INLAND
2077,-117.92,34.08,14.0,4472.0,941.0,768.0,178.0,3.6161,94200.0,<1H OCEAN
2078,-118.26,34.13,30.0,2962.0,654.0,1233.0,24.0,1.7969,375000.0,<1H OCEAN
2079,-117.61,33.03,43.0,2124.0,472.0,2719.0,1030.0,2.0375,108300.0,<1H OCEAN
2080,-119.18,37.12,28.0,1017.0,487.0,1318.0,208.0,2.6792,220600.0,INLAND
2081,-118.27,37.8,35.0,2960.0,202.0,2874.0,408.0,3.8125,171300.0,INLAND
2082,-122.27,38.63,11.0,729.0,695.0,3530.0,647.0,3.275,134400.0,INLAND
2083,-116.53,33.93,4.0,2849.0,342.0,1019.0,405.0,2.6176,238900.0,<1H OCEAN
2084,-118.14,33.68,5.0,2657.0,490.0,761.0,1989.0,2.8812,85000.0,<1H OCEAN
2085,-118.54,33.68,14.0,3242.0,853.0,1211.0,244.0,2.4006,297500.0,NEAR BAY
2086,-118.22,34.42,13.0,2142.0,403.0,1227.0,395.0,3.5078,141300.0,<1H OCEAN
2087,-117.77,37.85,14.0,535.0,721.0,1616.0,920.0,2.8135,141700.0,<1H OCEAN
2088,-119.02,37.88,51.0,1937.0,550.0,1162.0,1146.0,5.7018,268300.0,<1H OCEAN
2089,-117.99,34.27,32.0,3153.0,794.0,4870.0,318.0,2.5474,98100.0,INLAND
2090,-121.56,36.8,34.0,77.0,269.0,2025.0,228.0,4.8787,231900.0,INLAND
2091,-118.45,34.03,52.0,531.0,205.0,703.0,324.0,2.1985,146700.0,<1H OCEAN
2092,-122.04,36.61,16.0,1664.0,350.0,1675.0,310.0,3.9063,444200.0,<1H OCEAN
2093,-118.31,32.97,29.0,1587.0,259.0,767.0,576.0,4.8703,247000.0,INLAND
2094,-122.35,34.05,39.0,1607.0,563.0,1596.0,317.0,2.125,193800.0,NEAR BAY
2095,-117.94,36.72,34.0,1178.0,159.0,1835.0,272.0,8.3188,238700.0,INLAND
2096,-118.0,33.8,18.0,1788.0,450.0,1448.0,535.0,2.7644,145500.0,<1H OCEAN
2097,-118.06,37.76,36.0,1232.0,147.0,3527.0,207.0,6.148,59600.0,NEAR OCEAN
2098,-117.25,38.52,52.0,1207.0,632.0,981.0,408.0,1.4889,113500.0,NEAR OCEAN
2099,-122.47,34.12,36.0,1558.0,272.0,2028.0,2267.0,2.7256,144600.0,<1H OCEAN
2100,-118.37,34.17,40.0,1145.0,598.0,2876.0,829.0,3.2708,94700.0,NEAR OCEAN
2101,-117.14,37.77,21.0,2743.0,551.0,1490.0,436.0,3.5455,239000.0,<1H OCEAN
2102,-118.46,38.54,52.0,1462.0,176.0,513.0,283.0,3.2135,137500.0,NEAR OCEAN
2103,-116.96,37.51,17.0,876.0,348.0,1378.0,378.0,3.9934,184400.0,INLAND
2104,-121.87,37.81,19.0,2262.0,615.0,1383.0,151.0,1.847,113500.0,<1H OCEAN
2105,-122.41,33.91,37.0,2345.0,340.0,499.0,531.0,1.8047,250000.0,<1H OCEAN
2106,-122.07,38.1,35.0,980.0,567.0,1625.0,193.0,1.9107,49800.0,<1H OCEAN
2107,-122.43,33.63,39.0,3559.0,748.0,588.0,385.0,6.0609,177900.0,INLAND
2108,-116.99,37.23,23.0,1610.0,443.0,1132.0,297.0,3.1654,49000.0,NEAR BAY
2109,-119.8,32.74,30.0,1693.0,17.0,1119.0,305.0,5.1702,333800.0,INLAND
2110,-120.54,39.04,13.0,2734.0,,384.0,326.0,2.7368,224900.0,INLAND
2111,-117.94,33.77,22.0,1252.0,615.0,1849.0,273.0,3.3917,481500.0,NEAR BAY
2112,-118.02,36.98,36.0,1695.0,442.0,637.0,446.0,2.7226,366700.0,<1H OCEAN
2113,-122.43,37.85,33.0,2762.0,167.0,79.0,852.0,2.8021,142900.0,INLAND
2114,-116.56,33.84,32.0,1232.0,290.0,1056.0,103.0,3.5278,268900.0,<1H OCEAN
2115,-118.49,37.76,17.0,2299.0,639.0,1258.0,405.0,7.4351,320000.0,<1H OCEAN
2116,-122.36,34.12,52.0,1374.0,322.0,690.0,335.0,5.7962,272200.0,INLAND
2117,-122.69,33.82,9.0,579.0,217.0,2560.0,227.0,5.9397,247500.0,<1H OCEAN
2118,-117.08,34.16,52.0,1535.0,406.0,318.0,486.0,0.9379,60900.0,NEAR BAY
2119,-118.44,36.61,21.0,1699.0,339.0,215.0,629.0,7.7865,150300.0,<1H OCEAN
2120,-121.07,37.45,26.0,2513.0,263.0,1398.0,523.0,5.1815,166800.0,<1H OCEAN
2121,-118.22,34.23,35.0,981.0,544.0,739.0,2320.0,3.2589,142100.0,<1H OCEAN
2122,-118.37,38.65,46.0,2286.0,1036.0,1937.0,667.0,8.2787,193800.0,INLAND
2123,-119.01,33.86,20.0,3471.0,791.0,723.0,303.0,5.131,219300.0,NEAR OCEAN
2124,-118.33,36.77,33.0,2622.0,442.0,1919.0,3361.0,6.1935,216100.0,<1H OCEAN
2125,-118.25,32.74,36.0,2829.0,577.0,654.0,498.0,2.7708,350200.0,<1H OCEAN
2126,-118.31,37.57,9.0,1558.0,184.0,1647.0,401.0,2.9449,86700.0,INLAND
2127,-121.62,34.19,36.0,1605.0,382.0,1383.0,106.0,2.1532,212300.0,<1H OCEAN
2128,-119.84,37.25,30.0,1568.0,136.0,4178.0,522.0,5.6637,178800.0,<1H OCEAN
2129,-121.82,36.09,30.0,1858.0,236.0,1068.0,338.0,4.375,254500.0,<1H OCEAN
2130,-117.02,38.66,50.0,2894.0,576.0,696.0,503.0,4.375,223100.0,INLAND
2131,-118.09,33.9,21.0,1172.0,166.0,810.0,470.0,5.0092,98800.0,<1H OCEAN
2132,-116.92,38.31,19.0,1715.0,331.0,699.0,570.0,3.6292,209700.0,<1H OCEAN
2133,-120.05,33.84,29.0,1907.0,864.0,2897.0,931.0,5.0056,418500.0,INLAND
2134,-122.27,33.65,11.0,2384.0,446.0,795.0,140.0,3.3699,112500.0,INLAND
2135,-122.16,33.92,26.0,2666.0,163.0,967.0,395.0,2.125,255900.0,<1H OCEAN
2136,-121.96,37.64,5.0,2285.0,584.0,3004.0,334.0,3.7583,117100.0,<1H OCEAN
2137,-118.16,38.36,16.0,2021.0,556.0,332.0,248.0,1.8068,94500.0,NEAR BAY
2138,-118.26,40.55,24.0,2046.0,491.0,2043.0,405.0,3.5129,103600.0,NEAR BAY
2139,-117.18,33.9,22.0,2089.0,1254.0,1283.0,759.0,1.2235,98200.0,INLAND
2140,-119.67,38.5,20.0,1573.0,2961.0,1056.0,269.0,1.8641,239600.0,INLAND
2141,-122.29,34.03,20.0,3592.0,250.0,717.0,173.0,5.5956,142000.0,NEAR BAY
2142,-117.98,38.56,16.0,1868.0,701.0,951.0,96.0,5.6356,199300.0,<1H OCEAN
2143,-118.27,36.84,19.0,2658.0,381.0,1092.0,537.0,3.7988,392100.0,INLAND
2144,-121.42,39.18,29.0,2005.0,407.0,3565.0,231.0,5.1966,140600.0,INLAND
2145,-116.99,36.61,16.0,1865.0,1175.0,551.0,580.0,4.5368,52500.0,INLAND
2146,-118.02,36.05,31.0,1832.0,195.0,1643.0,390.0,1.2083,393200.0,INLAND
2147,-118.28,37.85,18.0,495.0,515.0,1719.0,798.0,3.5905,216700.0,INLAND
2148,-121.86,36.91,32.0,5613.0,381.0,2317.0,57.0,7.8383,115000.0,NEAR BAY
2149,-117.19,39.75,11.0,2476.0,931.0,1797.0,357.0,2.7875,68400.0,INLAND
2150,-122.38,33.75,47.0,1938.0,180.0,585.0,1534.0,3.9732,156300.0,NEAR OCEAN
2151,-119.83,34.05,15.0,3047.0,585.0,1157.0,965.0,3.0,109800.0,INLAND
2152,-117.3,34.08,24.0,2621.0,507.0,2440.0,550.0,2.9917,260500.0,<1H OCEAN
2153,-118.21,34.24,47.0,2712.0,246.0,3895.0,160.0,3.4345,204200.0,<1H OCEAN
2154,-117.46,32.85,33.0,2370.0,281.0,2028.0,2412.0,4.7891,356000.0,INLAND
2155,-118.05,33.97,41.0,1533.0,242.0,1238.0,432.0,1.9937,212500.0,<1H OCEAN
2156,-117.24,33.93,21.0,2298.0,542.0,1859.0,445.0,2.0789,114700.0,INLAND
2157,-117.93,33.61,35.0,2864.0,499.0,1327.0,659.0,4.8497,404500.0,<1H OCEAN
2158,-120.05,34.15,52.0,2810.0,281.0,12873.0,642.0,8.5184,171600.0,NEAR OCEAN
2159,-118.05,33.93,36.0,2513.0,468.0,1410.0,1481.0,5.6235,70500.0,INLAND
2160,-119.81,34.11,52.0,1204.0,803.0,1255.0,581.0,4.0,156300.0,<1H OCEAN
2161,-119.36,33.75,29.0,2306.0,211.0,2224.0,675.0,3.9063,69900.0,<1H OCEAN
2162,-121.53,33.97,19.0,8068.0,317.0,952.0,544.0,4.2026,193800.0,<1H OCEAN
2163,-122.83,39.13,37.0,968.0,258.0,1199.0,293.0,10.0187,125400.0,<1H OCEAN
2164,-117.67,38.73,52.0,968.0,662.0,1319.0,246.0,6.5891,137500.0,INLAND
2165,-117.65,37.8,36.0,4453.0,116.0,1611.0,513.0,3.1607,166100.0,NEAR OCEAN
2166,-117.91,37.75,52.0,1438.0,410.0,3571.0,268.0,6.6536,306500.0,<1H OCEAN
2167,-117.32,34.09,6.0,574.0,894.0,652.0,1072.0,2.131,170300.0,NEAR BAY
2168,-121.44,38.0,12.0,1341.0,221.0,2636.0,262.0,2.905,190300.0,NEAR OCEAN
2169,-121.88,34.03,38.0,1815.0,939.0,1882.0,331.0,3.775,160100.0,INLAND
2170,-116.98,37.78,17.0,1080.0,496.0,2274.0,532.0,2.1513,94700.0,<1H OCEAN
2171,-120.36,34.18,27.0,2502.0,297.0,790.0,428.0,4.2204,184400.0,NEAR BAY
2172,-117.11,34.02,37.0,2515.0,845.0,988.0,952.0,3.7,300000.0,INLAND
2173,-116.99,39.51,43.0,2724.0,621.0,1173.0,815.0,5.0796,108700.0,INLAND
2174,-119.71,32.77,17.0,2146.0,380.0,500.0,472.0,2.1186,95400.0,<1H OCEAN
2175,-116.93,34.28,35.0,1693.0,328.0,780.0,140.0,3.0417,265200.0,NEAR BAY
2176,-117.31,37.67,40.0,514.0,385.0,2031.0,281.0,2.3654,137600.0,INLAND
2177,-122.04,38.54,9.0,25.0,309.0,1481.0,276.0,3.9444,139900.0,NEAR BAY
2178,-122.18,37.48,52.0,6355.0,480.0,1008.0,441.0,4.317,214300.0,INLAND
2179,-122.14,33.72,52.0,2218.0,186.0,3281.0,708.0,2.6466,393800.0,NEAR OCEAN
2180,-121.6,40.22,48.0,1892.0,556.0,2014.0,250.0,3.9036,397700.0,NEAR BAY
2181,-121.96,37.79,32.0,928.0,41.0,1339.0,326.0,4.0,197400.0,INLAND
2182,-122.3,37.92,21.0,1298.0,237.0,1923.0,709.0,2.5556,56800.0,INLAND
2183,-118.22,33.63,24.0,783.0,700.0,1126.0,386.0,2.6563,81800.0,INLAND
2184,-122.45,34.03,9.0,1354.0,1373.0,848.0,838.0,3.5345,155500.0,<1H OCEAN
2185,-121.36,37.38,37.0,1082.0,955.0,1476.0,534.0,7.1669,375000.0,NEAR BAY
2186,-122.64,33.89,18.0,2421.0,314.0,980.0,341.0,2.5033,144000.0,<1H OCEAN
2187,-117.26,37.26,6.0,3873.0,327.0,556.0,447.0,2.3347,290000.0,INLAND
2188,-121.56,38.1,44.0,1660.0,729.0,1492.0,385.0,2.7139,99500.0,NEAR OCEAN
2189,-121.24,38.55,13.0,1355.0,411.0,2112.0,607.0,4.7009,456200.0,<1H OCEAN
2190,-121.24,33.76,44.0,5232.0,469.0,1235.0,509.0,4.5859,56100.0,<1H OCEAN
2191,-121.61,38.67,14.0,1829.0,221.0,36.0,403.0,5.0406,500001.0,<1H OCEAN
2192,-117.81,33.82,36.0,1127.0,295.0,197.0,287.0,5.1806,182700.0,<1H OCEAN
2193,-122.15,40.34,31.0,2718.0,2508.0,739.0,11.0,3.3125,211800.0,<1H OCEAN
2194,-118.22,36.74,14.0,994.0,144.0,709.0,988.0,3.5357,246900.0,INLAND
2195,-118.67,36.51,25.0,1862.0,955.0,1440.0,436.0,3.1728,158500.0,<1H OCEAN
2196,-117.06,33.82,28.0,856.0,782.0,1396.0,340.0,7.0671,244800.0,NEAR OCEAN
2197,-121.95,34.08,37.0,1318.0,358.0,1861.0,253.0,2.6055,115400.0,INLAND
2198,-117.13,38.0,52.0,3398.0,525.0,934.0,309.0,13.3913,255400.0,<1H OCEAN
2199,-122.2,34.05,45.0,3095.0,437.0,947.0,609.0,6.3749,332800.0,<1H OCEAN
2200,-121.96,32.68,31.0,3664.0,533.0,806.0,704.0,1.2469,185500.0,INLAND
2201,-120.06,38.0,37.0,12197.0,445.0,866.0,385.0,3.1667,50700.0,<1H OCEAN
2202,-118.08,34.23,43.0,3245.0,147.0,660.0,289.0,2.9306,91100.0,<1H OCEAN
2203,-119.23,34.09,31.0,5430.0,196.0,665.0,274.0,5.457,78300.0,INLAND
2204,-118.45,34.28,24.0,1439.0,625.0,2984.0,384.0,3.3553,242600.0,INLAND
2205,-117.05,33.3,14.0,1376.0,347.0,27.0,296.0,10.0743,88400.0,INLAND
2206,-118.38,34.14,28.0,3902.0,370.0,4952.0,365.0,5.2769,72200.0,NEAR BAY
2207,-121.8,33.83,4.0,3620.0,254.0,342.0,239.0,2.9,87500.0,NEAR OCEAN
2208,-121.85,38.68,33.0,2231.0,341.0,1880.0,265.0,2.2813,157400.0,INLAND
2209,-116.97,37.06,23.0,80.0,655.0,1365.0,1356.0,5.1496,500001.0,NEAR OCEAN
2210,-117.71,32.96,35.0,11999.0,268.0,673.0,391.0,3.9143,193100.0,NEAR BAY
2211,-116.37,37.57,34.0,874.0,770.0,819.0,456.0,2.6598,114600.0,<1H OCEAN
2212,-118.2,34.02,22.0,2536.0,538.0,356.0,309.0,5.1498,101900.0,INLAND
2213,-117.96,34.12,5.0,1053.0,304.0,505.0,268.0,2.7409,45600.0,<1H OCEAN
2214,-118.42,32.98,39.0,1403.0,794.0,1472.0,172.0,1.6509,215200.0,<1H OCEAN
2215,-117.82,39.43,33.0,1859.0,238.0,989.0,304.0,4.5,129700.0,<1H OCEAN
2216,-118.19,33.89,52.0,1879.0,318.0,1524.0,318.0,4.8618,319500.0,<1H OCEAN
2217,-122.12,39.59,12.0,6986.0,163.0,380.0,572.0,7.6632,321300.0,INLAND
2218,-119.71,38.04,42.0,1786.0,763.0,1237.0,254.0,2.3934,302600.0,INLAND
2219,-117.22,33.76,22.0,3688.0,32.0,1012.0,284.0,5.8703,70500.0,INLAND
2220,-118.16,33.82,19.0,1371.0,298.0,1479.0,987.0,4.9231,330700.0,NEAR OCEAN
2221,-122.29,37.82,52.0,580.0,359.0,640.0,591.0,3.7804,500001.0,NEAR OCEAN
2222,-120.84,34.16,15.0,5759.0,278.0,705.0,768.0,6.837,181300.0,NEAR OCEAN
2223,-118.31,36.85,18.0,1781.0,482.0,1591.0,104.0,6.4651,198500.0,<1H OCEAN
2224,-122.39,33.96,36.0,1428.0,582.0,1744.0,365.0,1.3485,278000.0,NEAR BAY
2225,-122.13,38.32,45.0,2011.0,525.0,1715.0,241.0,4.3429,50000.0,NEAR BAY
2226,-122.57,34.01,30.0,2820.0,82.0,486.0,303.0,3.7976,83300.0,<1H OCEAN
2227,-116.28,36.85,41.0,2024.0,580.0,1046.0,751.0,4.5032,159300.0,<1H OCEAN
2228,-121.97,33.73,27.0,1745.0,765.0,1201.0,594.0,1.6136,438400.0,<1H OCEAN
2229,-117.15,35.11,21.0,1457.0,277.0,437.0,865.0,4.7308,271200.0,NEAR OCEAN
2230,-117.87,33.06,34.0,1036.0,279.0,1070.0,333.0,10.076,500001.0,NEAR OCEAN
2231,-122.24,34.0,32.0,3448.0,544.0,592.0,572.0,2.49,330900.0,INLAND
2232,-117.24,36.6,26.0,1284.0,247.0,674.0,242.0,2.2411,169300.0,INLAND
2233,-118.07,37.29,18.0,3051.0,756.0,944.0,342.0,1.9718,88300.0,INLAND
2234,-121.38,33.25,32.0,2674.0,462.0,551.0,219.0,3.3799,215300.0,INLAND
2235,-118.37,34.7,47.0,4591.0,719.0,1945.0,470.0,5.6604,226000.0,<1H OCEAN
2236,-118.38,34.42,52.0,6895.0,203.0,1390.0,389.0,3.1094,64100.0,INLAND
2237,-118.04,33.77,29.0,1642.0,235.0,1594.0,7.0,3.024,178900.0,INLAND
2238,-119.77,38.36,23.0,1036.0,,5110.0,337.0,4.7176,159300.0,NEAR OCEAN
2239,-121.81,33.95,37.0,1942.0,370.0,1072.0,247.0,3.2788,72400.0,INLAND
2240,-119.02,33.85,20.0,816.0,2885.0,2252.0,432.0,2.25,357200.0,<1H OCEAN
2241,-122.09,33.98,21.0,404.0,228.0,1412.0,293.0,2.3333,209800.0,<1H OCEAN
2242,-122.7,35.42,13.0,2029.0,327.0,3545.0,1217.0,3.3438,500001.0,<1H OCEAN
2243,-118.31,38.81,5.0,2475.0,434.0,847.0,571.0,1.494,167600.0,<1H OCEAN
2244,-118.39,39.18,11.0,6213.0,245.0,482.0,500.0,3.875,484600.0,INLAND
2245,-121.44,37.47,7.0,2712.0,508.0,2683.0,301.0,2.517,93800.0,NEAR BAY
2246,-120.46,34.19,19.0,3213.0,600.0,1776.0,377.0,6.7257,139800.0,<1H OCEAN
2247,-122.4,33.94,27.0,2948.0,373.0,1071.0,428.0,3.7655,222100.0,<1H OCEAN
2248,-122.26,32.77,15.0,6446.0,827.0,1719.0,375.0,4.5625,85700.0,INLAND
