,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2340,4.9688,35.0,6.004038316751435,1.0112359550561436,1181.0,3.094796388888889,33.82,-118.13,1.015
2341,3.9355,36.0,4.6608247422680416,1.037190082644628,1284.0,3.3719008264462,33.66,-117.72,2.983
2342,3.7292,30.0,5.566666666666666,1.1666666666666663,955.0,2.8,37.78,-122.03,2.976
2343,3.9292,36.0,3.7376811594202954,1.06734693877551,690.0,2.452750331125838,33.88,-118.24,3.455
2344,5.6129,5.0,7.653846153846154,1.01069567451654,2383.0,2.898507463968345,33.97,-118.1,3.37
2345,6.6014,14.0,7.854992909638575,1.0815604279775282,926.0,2.9419281423283388,37.82,-122.31,3.222
2346,2.5306,23.0,5.61937765235072,1.065963503649635,1579.0,2.92916309014925,34.08,-117.88,0.898
2347,3.4643,17.0,3.988018867924353,1.0955223880597016,2680.0,3.108527131782935,33.87,-117.23,2.417
2348,3.1716,16.0,4.020979020979003,1.02050785340314,2565.0,3.129032258064516,34.06,-117.3,1.121
2349,2.0,26.0,4.86156375838926,1.0796418731989785,674.0,1.985611510791364,32.8,-117.18,1.666
2350,2.875,38.0,4.772544378751555,1.069767441860465,1056.0,3.279317234042553,33.83,-118.45,1.52
2351,3.7125,15.0,6.081848780487805,1.0587829058782905,684.0,2.812136882121368,33.91,-117.08,1.988
2352,2.6,36.0,3.83920987654321,1.093464705882353,1285.0,4.138615384615385,34.03,-118.29,2.063
2353,2.5156,14.0,4.33385026737906,1.1527508090761946,1023.0,3.27572824110817,32.83,-115.53,0.987
2354,6.3339,30.0,6.043899721448467,1.151013929652173,792.0,2.456521739130435,34.09,-118.53,3.143
2355,2.4107,37.0,4.25,0.955555555555554,695.0,4.0,36.28,-119.78,0.498
2356,5.0515,16.0,6.09490566037735,1.041758241758242,1076.0,2.484578313253012,32.85,-117.08,2.76
2357,2.8,44.0,5.8133333333333335,1.0390625,1576.0,5.25,34.01,-118.46,2.063
2358,2.8472,36.0,5.534743089430896,1.0639397849462384,890.0,3.87430894308943,38.46,-121.42,0.55
2359,2.7708,9.0,5.928571428571429,1.073400853658536,961.0,2.7263926392639264,37.77,-120.95,1.631
2360,3.7361,11.0,4.81258907079646,1.037177700335622,1809.0,2.611522633744819,37.68,-122.01,2.25
2361,5.8125,33.0,6.858401869072162,1.0351537128502888,609.0,2.583911602209954,34.17,-117.95,2.615
2362,2.8571,34.0,3.0,1.025,29.0,3.295833333333333,33.94,-118.13,1.114
2363,1.9861,52.0,6.018775510204085,1.2549019607843137,586.0,3.393617021276595,38.32,-121.56,0.7
2364,3.0833,22.0,4.164869875828729,1.094550561734423,1246.0,2.653316754010622,34.04,-117.96,1.894
2365,2.3887,32.0,4.636363636363637,1.0878787878787985,466.0,2.7027777777777775,34.15,-117.94,1.611
2366,7.1464,52.0,7.6,0.9444444444444444,844.0,2.5055555555555555,37.38,-122.43,5.00001
2367,3.1722,22.0,5.25,1.0666666666666667,1267.0,2.833333333333335,34.0,-118.17,1.392
2368,2.125,29.0,3.959550561797753,1.0677898089005236,1036.0,3.146067415730337,33.89,-118.46,1.527
2369,12.0962,35.0,6.28,1.0,842.0,2.48,32.91,-117.27,5.00001
2370,3.375,42.0,5.564606741573033,1.0880541666666665,1672.0,2.5106382978723407,34.18,-118.37,2.207
2371,1.619,50.0,3.8,1.1875,1449.0,3.0,33.83,-118.4,1.763
2372,7.6164,36.0,7.49162011173184,1.017094017094017,799.0,3.302832240437155,37.66,-121.78,4.352
2373,2.5125,11.0,6.483695683646113,1.185767132897196,717.0,2.91934751632775,40.77,-122.43,0.48
2374,3.0184,16.0,4.643678160919542,1.030107865721318,437.0,5.75506967258883,33.74,-117.07,1.406
2375,2.0,27.0,6.48653374346535,1.0958989547097788,1071.0,2.7887850467289765,38.61,-121.44,1.469
2376,10.1807,33.0,7.5,1.0285714285714287,871.0,2.973139473684212,37.78,-122.22,5.00001
2377,6.5,36.0,6.857142857142857,0.95535714285714,898.0,2.8271520408163267,37.77,-122.03,5.00001
2378,2.2767,17.0,3.84,1.16,935.0,2.75,33.9,-118.34,1.777
2379,2.5,35.0,2.5,1.068,607.0,3.6,34.03,-118.19,1.676
2380,1.6354,49.0,3.7739505929113952,1.0218045112781955,1337.0,3.131255938492423,37.8,-120.94,1.375
2381,3.2895,33.0,5.0,1.1014818652849734,959.0,3.1057692307692357,34.06,-117.98,2.109
2382,4.8,35.0,5.3613149532718,1.0668158273381294,1140.0,2.912994350282557,37.73,-122.07,3.12
2383,2.1915,36.0,4.5,1.0909090909090908,1506.0,3.5,32.69,-117.67,1.679
2384,1.6094,10.0,4.887955191872334,1.125,471.0,3.988195720930233,39.15,-120.42,0.875
2385,3.1583,33.0,3.680149253731343,1.136436781609195,838.0,2.3880597014925256,34.0,-118.0,1.965
2386,5.6641,25.0,6.014577255988826,1.0588235294117647,867.0,2.959795918367347,33.99,-117.89,4.398
2387,1.3958,35.0,4.060975609756097,1.043589743589743,1076.0,2.63900709219855,37.97,-122.28,0.702
2388,2.8667,16.0,3.859154929577465,1.1159154929577464,1237.0,3.010989010989011,37.4,-120.65,1.017
2389,4.8,9.0,5.0875,1.2,1375.0,2.3825,33.98,-118.25,3.235
2390,3.5,45.0,4.498611510791366,1.081824104262411,1388.0,1.8694328358208956,37.58,-122.3,2.267
2391,3.375,35.0,4.75,1.0,7.0,4.75,34.05,-118.45,2.633
2392,4.0863,21.0,5.121764705882353,1.012820512820512,682.0,2.98878504672956,36.84,-119.63,0.669
2393,6.15,52.0,6.004740331492826,1.039767282208588,1091.0,2.65217391304348,37.79,-122.43,2.881
2394,4.8167,30.0,5.98571428571428,1.0964285714285713,789.0,2.478260869565217,37.69,-121.8,1.844
2395,2.1479,52.0,3.583333333333335,1.083333333333333,1082.0,2.0777777777777775,33.91,-118.28,1.214
2396,4.5221,21.0,4.955555555555556,1.003333333333334,2726.0,1.9583333333333335,34.03,-118.02,3.25
2397,2.1722,17.0,3.77462686567164,1.2098765432098766,1172.0,1.7937704918032786,34.12,-117.12,0.654
2398,1.8611,52.0,3.852713178294574,1.0294117647058822,1273.0,3.156470588235294,33.89,-118.18,1.504
2399,4.6333,11.0,6.81730769230769,1.0418450362311782,1149.0,2.76923076923077,38.62,-121.96,1.821
2400,4.3269,22.0,5.811347517730496,1.181347133757966,1045.0,2.71571797235038,33.84,-118.09,2.25
2401,2.4643,52.0,3.5714285714285716,0.9571428571428572,889.0,3.8461538461538463,37.75,-122.26,1.528
2402,0.879,20.0,4.737152448338078,1.0055665024630696,1098.0,2.924263595505619,36.79,-119.3,0.942
2403,1.7812,37.0,4.869565217391305,1.1534782608695653,776.0,2.0491803278688523,38.61,-122.43,0.715
2404,2.0,29.0,5.619354838709775,1.0714285714285714,761.0,2.988397790055243,38.03,-121.27,0.969
2405,2.0,28.0,5.9071428571428575,1.1167785611295704,653.0,2.698217391304348,39.26,-121.39,0.879
2406,7.0712,34.0,6.9358029197080295,1.0196078431372548,2095.0,2.646327046078431,33.82,-118.46,5.00001
2407,1.9792,15.0,5.988741721857938,0.9937888279569892,1685.0,2.849397590361445,40.62,-122.11,0.975
2408,3.5,34.0,4.890804597701149,1.0515679014925372,1277.0,3.051567901492537,38.67,-122.27,1.603
2409,3.4886,43.0,5.185970149253731,1.0869565217391304,775.0,2.697939252336448,32.74,-117.85,1.845
2410,8.3906,19.0,6.94478527607365,1.0128205128205128,1331.0,1.937104072406018,34.11,-118.53,5.0
2411,4.0385,52.0,5.361111111111111,0.9962962962962963,935.0,2.5595238095238093,37.8,-122.49,2.819
2412,3.8,38.0,3.863354037267085,1.098591549295797,1045.0,2.939752331287447,33.74,-118.1,1.523
2413,5.0658,31.0,5.907638554216866,1.0909090909090908,652.0,2.6330070921985813,33.89,-118.02,3.3
2414,4.3984,37.0,5.56974358974357,1.1447961947961949,2693.0,2.493670886075949,37.34,-122.02,3.833
2415,3.1587,17.0,4.6869387755102,1.0359477124183005,1285.0,3.0527704918032788,37.74,-122.07,1.851
2416,0.9583,37.0,3.954132947976933,0.9651870503311278,1283.0,3.1312081311340103,37.27,-121.43,0.75
2417,1.8333,26.0,4.839272410431605,1.146598984771517,1044.0,2.55488301062586,33.7,-118.2,1.883
2418,1.7361,32.0,4.927062237763395,1.0,1071.0,3.0528187919463066,37.78,-122.17,0.702
2419,6.1526,17.0,7.213899224806201,1.1238297872340426,1201.0,3.085106382978723,33.5,-117.99,1.333
2420,5.3288,25.0,5.2635698747939,1.124513274336283,678.0,2.5555555555555554,33.86,-117.94,1.9
2421,2.7463,52.0,2.3375641025641025,0.9658565856585657,1667.0,2.334728048780488,37.96,-122.42,2.023
2422,3.0,22.0,4.657058823529412,0.988235294117647,892.0,3.176470588235294,34.06,-117.3,1.794
2423,3.1429,35.0,4.0,0.9241379310344827,1657.0,3.088926184466019,33.99,-117.32,1.98
2424,4.7406,27.0,5.824463087244763,0.882466502463061,827.0,3.066872446306102,37.94,-121.96,3.149
2425,5.5486,23.0,6.083534332689572,0.914203619909213,931.0,2.8222091222009813,33.79,-117.92,3.767
2426,3.3523,34.0,4.65,1.16,783.0,1.79,33.73,-118.16,1.825
2427,4.0156,35.0,4.944695652173914,1.0526315789473684,437.0,2.858695652173913,34.02,-118.5,4.176
2428,5.5673,25.0,6.444560422828,1.0658130087718265,744.0,3.367788018469053,33.75,-117.8,1.813
2429,4.9583,19.0,5.0,1.0781348101265822,867.0,3.550177935943026,33.64,-117.77,1.43
2430,4.6,35.0,5.099706793248743,1.0534604979281437,1068.0,3.3235165633986927,34.08,-118.29,2.063
2431,5.3071,18.0,6.977402945736071,1.011316703880307,3567.0,3.533333333333333,32.69,-117.03,2.125
2432,1.9167,16.0,4.923529411764706,1.176470588235294,546.0,3.131764705882353,34.22,-117.23,0.529
2433,2.0,35.0,5.261829650198602,1.09872898299319,2828.0,2.65808745405435,33.96,-118.16,1.595
2434,2.3903,15.0,5.82444776119403,1.163422459893903,956.0,2.4578313253012047,38.13,-121.91,1.286
2435,1.7156,41.0,3.97412793733698,0.991807228915668,1266.0,2.8741279373369,33.93,-118.13,0.514
2436,3.2336,39.0,4.6106194690265,1.143426683116949,735.0,2.572340425531915,34.07,-118.16,1.549
2437,1.9233,34.0,3.6975,1.067175572519084,842.0,3.4,39.1,-120.71,0.701
2438,3.2882,52.0,5.827791588785047,0.9939759036144578,1095.0,2.2979158878504675,37.25,-122.27,2.433
2439,3.2391,28.0,5.895714285714286,1.0985714285714285,865.0,1.9285714285714286,33.73,-117.05,2.75
2440,2.6056,43.0,5.866666666666667,1.0666666666666667,890.0,2.9266666666666667,38.58,-122.48,0.902
2441,6.8125,28.0,7.282428115010922,1.0493827160493827,965.0,3.9450156290797542,33.96,-117.9,1.279
2442,7.5052,37.0,6.5,0.9074074074074074,2037.0,2.977777777777778,37.27,-122.42,5.00001
2443,2.7446,27.0,4.572132701421801,1.014084507042249,596.0,2.481792080821907,37.58,-122.21,1.718
2444,7.2916,21.0,5.854271356953995,1.0152348983870967,1560.0,2.6835443037974684,37.93,-122.27,3.325
2445,4.0,45.0,5.0,1.0,1460.0,2.6646464646464647,37.77,-122.22,3.039
2446,5.2952,26.0,6.4912707182318,0.9373493949127031,823.0,2.5676977982472144,37.74,-122.27,2.405
2447,3.1409,20.0,6.513513513513513,1.077777777777778,1601.0,2.812121212121214,36.87,-121.87,2.448
2448,5.0762,28.0,5.927891156462585,1.125,1281.0,2.471547150743423,34.1,-118.26,5.00001
2449,4.9452,36.0,4.808860759493674,1.043056641873508,985.0,3.59375,34.16,-118.38,5.00001
2450,3.1875,45.0,4.935955056179775,1.038363171367708,687.0,2.79373429656957,37.44,-121.89,4.875
2451,1.6071,38.0,4.0368163716814,1.058172923110541,1286.0,1.491803278688524,35.1,-118.18,0.636
2452,3.5357,15.0,4.771340996272478,1.0990430913074332,1366.0,3.097233201581027,33.97,-117.94,1.7
2453,2.0357,16.0,4.706864179811321,1.1247019823019824,1047.0,1.78609823008847,36.62,-121.97,2.521
2454,4.8125,36.0,5.844368932038866,0.9134905660377355,879.0,2.8973684210526316,34.06,-118.28,2.125
2455,3.7308,35.0,4.596491228070175,1.0701754385964912,1752.0,3.120962089552289,33.9,-117.37,1.216
2456,2.8272,30.0,3.596440677966101,1.046875,1717.0,3.0,33.87,-118.28,1.234
2457,3.1742,35.0,4.066210046248067,1.0101010101010102,1248.0,3.0650793650793653,33.61,-117.89,1.153
2458,3.05,35.0,4.597780230361543,1.08656716417754,1068.0,2.50476436073057,37.46,-120.59,0.868
2459,1.7986,52.0,3.9572727272727275,0.955045045045045,687.0,2.669629629629629,38.63,-121.21,0.993
2460,5.5833,47.0,6.26367588826816,0.9936674418604651,537.0,3.34751773049622,36.79,-121.88,3.592
2461,3.6118,32.0,5.120909090909091,1.113491124246545,1444.0,3.0545454545454547,32.86,-117.12,1.64
2462,1.8672,36.0,4.890404036697247,1.052780083125978,1403.0,3.222829698412596,33.78,-118.34,2.803
2463,3.6833,13.0,6.18072289156626,1.0913461538461537,1455.0,2.457680250821569,37.69,-122.07,2.028
2464,1.6875,17.0,5.638888888888889,1.0,1461.0,2.039854092827004,37.97,-120.58,1.027
2465,1.8125,52.0,4.35142857142857,1.1729285714285713,981.0,2.638888888888889,37.37,-122.23,1.139
2466,3.9863,25.0,4.81707317073171,1.0185185185185186,967.0,2.936363636363554,33.94,-117.88,1.625
2467,3.0199,8.0,4.426829268292683,1.058299212121363,1272.0,2.98136690647482,32.84,-117.26,1.919
2468,3.5,43.0,5.051757651167605,1.051757651167605,717.0,2.6348484848484848,37.71,-122.4,0.881
2469,1.8,11.0,4.25,0.981304347826087,1807.0,3.554478260869565,38.63,-121.7,0.804
2470,3.8648,35.0,5.38,1.0,1172.0,3.0,33.88,-117.14,2.262
2471,1.5,52.0,3.742424242424242,1.0782907829078296,3263.0,4.452380952380953,37.73,-122.25,1.443
2472,3.5363,40.0,4.27293598463968,1.036363636363636,1849.0,2.4545454545454546,33.89,-118.05,2.025
2473,1.4462,33.0,4.493775919732442,1.09010989010989,844.0,2.5744365853080575,37.25,-121.45,0.973
2474,3.4,48.0,6.055038165775121,1.0275957446808512,819.0,3.593574297802954,38.01,-121.31,1.531
2475,1.9125,36.0,2.857142857142856,1.0714285714285714,2198.0,4.365623391812865,34.03,-118.36,1.137
2476,2.3125,15.0,4.928571428571429,1.05,1066.0,3.0692857142857144,34.32,-118.35,1.569
2477,3.8125,16.0,5.533333333333334,1.18181818181818,1445.0,2.787878787878787,33.86,-117.92,0.941
2478,4.5,52.0,5.5,1.0952380952380953,1699.0,2.976190476190476,37.92,-122.2,1.448
2479,2.6354,17.0,5.083333333333333,1.158080478804788,1827.0,2.868131868131868,36.77,-120.66,1.443
2480,2.1786,38.0,4.48731887242397,0.9791563013044892,835.0,2.824742268041237,34.07,-118.26,1.843
2481,3.8125,36.0,3.7241379310344827,1.0,1764.0,2.884375,34.15,-118.06,1.757
2482,7.942,25.0,7.86951185681321,1.0518128078817734,1317.0,2.788177346935885,37.37,-122.42,5.00001
2483,1.7083,36.0,4.567665615942027,1.117323943661972,1035.0,3.611732394366197,34.09,-117.09,0.627
2484,4.1203,27.0,5.362745098039215,1.06474820143811,1568.0,3.51062801932367,37.7,-121.42,1.731
2485,2.6352,47.0,4.7,1.0,8.0,3.7,37.98,-122.24,1.926
2486,2.5481,52.0,5.0,1.0,1042.0,2.914452991525424,34.03,-118.41,1.829
2487,5.947,32.0,6.766004774686735,1.1079040150375943,1326.0,2.79171103149758,34.06,-118.09,2.952
2488,0.865,20.0,4.566321243537475,1.0,926.0,3.7586206896551726,38.13,-121.29,0.684
2489,1.6,52.0,5.66435678656967,1.010189655172413,1312.0,4.03907216494845,32.72,-117.15,2.16
2490,6.4346,41.0,6.180625,1.057927638190933,818.0,2.854166666666667,33.89,-118.03,3.432
2491,2.9286,13.0,3.849079754601678,0.9913609467455621,2947.0,2.591715976331361,32.76,-117.19,1.95
2492,2.4573,52.0,2.45643152599433,1.071830985915493,1533.0,1.8372093023255813,34.26,-118.35,1.25
2493,5.7825,32.0,6.134020618446602,1.052424242424242,571.0,2.5271844660194174,37.75,-122.02,4.048
2494,2.6079,49.0,3.637443977837444,1.111823899371119,743.0,3.12796209917555,33.95,-118.0,1.0
2495,5.25,50.0,6.086956521739131,0.9901265822784858,783.0,2.8135593220338984,34.12,-118.47,3.437
2496,3.0682,47.0,4.794736842105263,1.0638297872340425,996.0,2.9087947368421054,33.86,-118.29,2.724
2497,2.3589,11.0,5.113030303030303,1.02272727272727,809.0,2.2727272727272725,40.87,-124.1,0.982
2498,5.0441,8.0,6.0,1.0112359550561798,1613.0,3.488888888888889,33.9,-117.33,1.612
2499,3.7188,37.0,4.939097166560536,0.9651162790697674,1342.0,3.442477876106194,36.97,-121.97,1.835
2500,4.0,46.0,5.4147208333333,1.064516129032258,1287.0,2.9341823810526315,37.81,-122.49,2.194
2501,8.1094,5.0,7.75,1.0,1785.0,2.976,37.55,-122.49,5.00001
2502,1.3572,50.0,5.06031746031746,1.061037961038961,1040.0,2.652690366972325,32.87,-117.9,1.207
2503,3.5,33.0,4.97619047619047,1.072450732692307,1044.0,2.719047619047619,37.75,-120.77,1.183
2504,3.0556,17.0,4.24,1.0555555555555556,642.0,2.83558355835586,36.7,-119.87,0.834
2505,4.0865,21.0,8.104796167911646,1.0147483251281286,1849.0,2.746328244274809,38.58,-121.2,1.154
2506,2.3563,49.0,4.06722689075677,1.1627253096240302,1010.0,3.26393813862494,34.05,-117.29,0.903
2507,5.8672,31.0,6.12183908045977,1.0,867.0,1.619377682403436,34.13,-118.31,5.00001
2508,3.6512,17.0,6.356060606060606,1.136929960176991,981.0,2.636363636363637,38.53,-121.98,2.609
2509,5.8159,11.0,6.558947368421053,1.0778315789473685,1141.0,2.694736842105263,38.52,-121.88,3.237
2510,2.9485,35.0,4.724137931034482,0.9916666666666667,797.0,4.86842105263139,32.85,-117.24,1.457
2511,3.6958,7.0,4.83793103448276,1.0658614457831326,2870.0,2.9294912815365994,34.12,-118.44,1.437
2512,2.5208,32.0,4.58173913043478,1.0188679245283,877.0,3.090188679245286,36.8,-119.19,0.54
2513,2.0903,25.0,5.49303621169911,0.983125,704.0,3.4378125,33.77,-117.89,1.139
2514,3.6444,52.0,4.908675799332077,0.9933207787447172,814.0,2.907633207787447,34.08,-118.33,1.193
2515,4.0333,36.0,4.929906542056073,1.0936125536390089,927.0,1.5938144329906534,34.11,-118.41,3.5
2516,5.2139,26.0,6.094822134166589,1.034497816479436,1557.0,3.136635354430379,38.57,-121.8,1.367
2517,4.2,52.0,5.68965517241379,1.078742517987585,871.0,3.36339869837584,37.65,-122.01,2.442
2518,5.9167,34.0,6.25,1.0952713178294573,705.0,3.7170818505338046,34.03,-118.02,2.158
2519,1.5167,42.0,3.81818181818182,1.2,1349.0,1.9181818181818182,38.26,-122.71,0.949
2520,1.7456,11.0,3.9569892473118244,0.9766355140186915,2102.0,4.077663551401869,32.72,-117.71,1.651
2521,3.2099,33.0,4.75806451612903,1.0522337295565685,821.0,3.241379310344828,33.8,-117.96,2.683
2522,2.5902,26.0,5.4194756554307,1.14563106783443,1663.0,3.135593220338986,36.35,-119.79,0.693
2523,5.2689,47.0,5.734285714285714,1.0470588235294116,963.0,2.715686274509804,34.09,-118.49,5.00001
2524,3.9408,9.0,6.265060240963855,1.1349693251533741,1487.0,2.078677966101695,38.01,-121.99,2.665
2525,7.1887,28.0,7.76470588235294,1.1438684126984127,859.0,2.564102564102564,37.77,-122.44,3.364
2526,5.1029,34.0,5.180851063829787,1.0360129031168643,1034.0,2.44272411340043,33.91,-118.33,2.529
2527,2.45,34.0,3.6779661016949152,0.958695652173913,662.0,3.00677966101695,33.97,-118.27,1.324
2528,4.3221,52.0,5.9679915929202805,0.9867332275399205,1211.0,2.2588857577669934,38.5,-121.62,4.105
2529,2.1389,17.0,4.26573722627735,1.12732394366198,1225.0,2.874372427735294,33.65,-117.99,1.322
2530,2.45,44.0,4.262857142857143,1.0626,1582.0,2.898765438035514,33.85,-118.28,1.375
2531,2.3125,25.0,5.418918918918918,1.027027027027027,2320.0,2.918918918918918,38.13,-121.47,0.647
2532,4.7,33.0,5.41476575342734,1.113475177303361,1452.0,2.7715994624276874,37.97,-122.48,2.314
2533,7.0703,29.0,5.09908675799086,1.0990867579908674,706.0,2.58242890295017,33.85,-118.42,5.00001
2534,5.0386,16.0,6.188976377952787,1.0852713178294573,1486.0,3.8393701779355562,33.89,-117.99,2.55
2535,4.125,11.0,5.15,1.066666666666666,1181.0,2.26,33.74,-117.98,2.699
2536,4.4,26.0,5.24055555555556,1.0,3223.0,2.8846153846153846,37.61,-122.02,2.575
2537,3.625,33.0,5.6,1.05,14.0,4.23,34.3,-117.67,1.655
2538,2.7125,52.0,5.292906502409645,1.0,867.0,2.4107880139862576,37.78,-122.08,1.875
2539,5.0467,33.0,5.8985645933014,1.016728971962663,1530.0,2.59330049180327,37.71,-121.96,2.118
2540,1.6765,31.0,4.76429975684211,1.0614035087718936,788.0,2.382775119304487,36.8,-119.0,0.48
2541,4.8125,32.0,6.052345679012346,1.038759696969697,973.0,3.038361621621622,36.71,-122.34,3.277
2542,3.625,34.0,5.717142857142857,1.0749285714285715,711.0,2.48583573486582,32.75,-115.38,0.729
2543,1.4196,52.0,4.47202787202787,1.0492505492505493,709.0,3.717403317403317,37.94,-122.41,1.09
2544,1.8,52.0,4.68798214687916,1.0801185053380784,1571.0,3.8951065989898477,35.4,-119.79,0.946
2545,3.0972,40.0,4.9625,1.0390625,2176.0,2.9125,34.28,-118.33,2.356
2546,2.4021,37.0,4.734292408376964,1.1727182960898817,1062.0,4.189340808869076,34.18,-118.29,1.702
2547,2.1797,35.0,4.571428571428572,1.089430894308942,905.0,2.3900452907801433,33.91,-118.4,0.675
2548,3.4791,17.0,5.698960804597701,1.0339368098151291,1168.0,2.8497630830097314,37.59,-122.18,2.534
2549,4.1396,52.0,5.94637294117647,1.1570588235294117,1142.0,2.9076923076923076,37.89,-122.44,3.431
2550,3.0417,27.0,4.843444444444445,1.0972222222222223,1267.0,2.5349650354607065,33.81,-117.91,2.989
2551,2.5,34.0,4.057775122365635,1.0,890.0,2.751223656350996,36.81,-121.64,1.326
2552,3.5,37.0,5.0,1.0160754901960987,1056.0,2.764217252913659,37.68,-122.45,2.55
2553,1.7361,39.0,4.331530240962296,1.113972602739723,482.0,3.0579097229637795,36.76,-119.14,0.727
2554,6.7286,40.0,5.573333333333,0.933333333333334,17.0,2.08333333333333,37.78,-122.21,3.7
2555,2.9063,22.0,5.738341339762815,1.083413659099677,635.0,3.0,38.61,-121.33,0.727
2556,3.1645,5.0,5.496927976744195,1.134432716956825,1378.0,2.966765597484131,34.12,-118.35,2.841
2557,1.9107,16.0,4.56907216494845,0.9794701987121228,547.0,2.79356589147643,36.7,-120.48,0.924
2558,2.6047,44.0,5.378801030927837,1.0351445036231883,1035.0,1.8737864077994153,37.36,-120.83,1.221
2559,2.125,14.0,4.04918032786885,1.0491803278688523,546.0,2.5036231884033,34.05,-119.76,2.25
2560,3.0193,52.0,4.729411764705882,1.06706488847562,891.0,2.324411764705882,36.82,-119.69,1.785
2561,7.1164,18.0,6.560736196319123,0.9285714285714286,784.0,3.0844155844155847,34.05,-118.08,3.724
2562,3.7143,35.0,4.096382978723404,1.0863829787234043,704.0,2.6950602409638553,33.93,-118.27,1.293
2563,4.3125,43.0,4.567890710486635,0.9937504936708861,1266.0,3.24390804597701,34.01,-118.28,1.744
2564,4.5682,20.0,3.89773594123984,1.0641935483870972,493.0,1.957442889764044,34.05,-118.35,4.078
2565,5.7385,52.0,7.6,1.0,7.0,2.625,37.82,-122.05,2.238
2566,5.0,43.0,6.625,1.0,876.0,2.66,34.05,-118.18,3.757
2567,3.7143,16.0,4.746268656716179,1.0235294117647058,867.0,2.66470588235294,38.5,-121.34,1.363
2568,6.6289,16.0,5.095478260869565,1.0263157894736843,767.0,2.57505617977519,34.35,-118.2,5.00001
2569,4.8333,43.0,5.99591836734694,1.03914449448819,1273.0,2.430868167202355,37.93,-122.41,1.239
2570,4.1697,21.0,7.0598423529411765,1.04901960784313,1122.0,3.823529411764706,33.78,-118.14,2.559
2571,1.5833,44.0,4.479831932773109,1.0394624277456648,762.0,2.6228070175438596,39.13,-121.34,0.73
2572,3.5461,34.0,5.353512932995325,1.067741935483871,623.0,2.508978608978603,33.97,-117.22,1.626
2573,5.0703,10.0,7.0476190476190474,1.00441512099644,1820.0,2.5,33.6,-117.77,2.181
2574,3.5035,52.0,6.142857142857143,1.0833333333333335,693.0,1.857142857142857,37.78,-122.44,2.852
2575,4.0,38.0,4.486929460580345,1.0582758620689654,588.0,2.8275862068965516,34.12,-117.19,1.913
2576,4.1875,25.0,5.8188976602739775,1.078014343285892,1422.0,3.955013478260869,34.1,-118.31,1.355
2577,5.0139,24.0,5.63972602739726,1.004516129032258,1222.0,3.078170781707817,34.15,-118.45,2.935
2578,5.05,52.0,5.049341232267922,1.0188679245283,693.0,2.4430379746835444,37.78,-122.29,4.15
2579,4.5,52.0,6.818181818181818,1.163636363636365,2189.0,2.6363636363636362,33.92,-118.38,2.357
2580,3.875,34.0,5.977777777777777,1.076923076923077,845.0,3.006666666666667,33.04,-118.0,2.006
2581,5.4865,5.0,5.084615384615385,1.0425101917431192,1304.0,2.998415300546445,33.73,-117.86,3.119
2582,1.9861,19.0,4.18440198511166,1.0935252736694765,1064.0,1.812071816120718,34.14,-118.27,0.741
2583,6.6831,36.0,7.35165079366053,1.161025641025641,1146.0,1.977142857142857,37.32,-122.23,3.57
2584,2.6563,29.0,3.8133554006769437,1.1335540067693741,928.0,3.722732992700723,34.14,-118.32,1.542
2585,4.8333,39.0,5.694313253012048,1.0784313725490198,944.0,2.70981595092024,38.12,-122.34,1.308
2586,3.1795,21.0,6.817732394366197,1.0476190476190477,1777.0,2.94423961038212,37.96,-117.98,1.222
2587,5.0,34.0,7.059880586030664,1.078908794789109,1083.0,2.8264150943396227,37.7,-121.8,5.00001
2588,4.3,44.0,5.7127208480575,1.058201379874212,527.0,2.696547955642043,33.9,-118.21,2.353
2589,10.3187,8.0,7.071847133757848,1.039215686274509,585.0,3.0384615384615383,38.53,-122.72,2.757
2590,2.4528,17.0,5.818181818181818,1.05,1766.0,2.3638383838383836,34.08,-117.27,0.707
2591,1.7788,19.0,4.977900552421108,1.0664371681415936,2199.0,2.279967330176211,39.4,-121.42,0.933
2592,4.6465,25.0,5.4966887417218,1.096027397260274,1463.0,2.73972602739726,34.21,-117.99,1.583
2593,1.5667,12.0,4.92769816231233,1.020125785122772,1784.0,3.178928358412977,33.79,-116.94,0.885
2594,1.5,21.0,5.75,1.010775,1540.0,3.1777,38.96,-121.24,0.723
2595,2.24,26.0,5.099079251613664,1.0956737536650087,1534.0,2.881797235028875,38.12,-122.27,2.071
2596,2.3125,35.0,5.237049180327869,1.1528169014084506,1013.0,2.8586917197452295,33.9,-118.0,1.25
2597,5.7842,28.0,6.569230769230769,1.0136986301369864,1273.0,2.782435782435787,34.02,-118.36,2.397
2598,5.0613,22.0,4.687516778523598,1.0315457627118645,1279.0,1.9367541795408973,33.91,-118.26,3.608
2599,4.0778,24.0,5.744262295081967,1.0558139534883721,1284.0,2.622950819672131,37.77,-121.84,2.046
2600,6.0643,36.0,7.677570093452941,1.0656934343434343,1466.0,3.115527638190952,33.98,-118.3,4.541
2601,4.5395,52.0,4.892307692307693,1.0,917.0,1.976923076923077,37.89,-122.06,2.738
2602,4.0938,40.0,5.134328358208955,1.082978723404255,1335.0,2.446575342465753,34.44,-119.81,2.286
2603,6.1916,6.0,5.130122245823684,1.0728444845963672,1714.0,1.977781069173317,33.94,-118.43,4.929
